price,manufacturer_country,age,mileage,category,leather_interior,fuel_type,engine_volume,turbo,gear_box_type,drive_wheels,steering_side,doors,airbags
6899,Japan,19,165000,Jeep,No,Petrol,2.0,No,Tiptronic,4X4,Right,4-5,2
34240,South Korea,4,131959,Jeep,Yes,Diesel,1.7,No,Automatic,Front,Left,4-5,4
18817,South Korea,10,119000,Sedan,Yes,Petrol,1.8,No,Tiptronic,Front,Left,4-5,12
13771,South Korea,11,159048,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
5018,USA,5,93354,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,12
3058,Japan,7,75381,Sedan,Yes,Petrol,2.5,No,Automatic,Front,Left,4-5,12
25089,Japan,10,150400,Jeep,No,Petrol,2.5,No,Automatic,4X4,Left,4-5,8
14113,USA,22,136000,Microbus,No,Diesel,2.5,Yes,Manual,Rear,Left,4-5,2
12272,Japan,7,141053,Hatchback,Yes,Petrol,1.5,No,Automatic,Front,Left,4-5,4
3293,South Korea,6,114885,Sedan,Yes,Petrol,2.4,No,Automatic,Front,Left,4-5,12
10450,Japan,9,311000,Hatchback,No,Hybrid,1.3,No,Automatic,Front,Right,4-5,6
38400,Germany,9,158400,Sedan,Yes,Petrol,2.0,Yes,Tiptronic,Rear,Left,4-5,12
8154,Japan,16,130000,Hatchback,Yes,Petrol,1.5,No,Automatic,Front,Right,4-5,4
17305,South Korea,10,157224,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
3293,Japan,2,54307,Sedan,Yes,Petrol,1.8,No,Automatic,Front,Left,4-5,12
38809,South Korea,7,152914,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
30405,Japan,8,131782,Sedan,Yes,Petrol,1.8,No,Automatic,Front,Left,4-5,4
19444,USA,8,86427,Sedan,No,Hybrid,2.0,No,Automatic,Front,Left,4-5,8
28225,South Korea,4,54080,Sedan,No,Petrol,2.0,Yes,Automatic,Front,Left,4-5,8
18817,USA,4,30000,Sedan,Yes,Hybrid,1.8,No,Tiptronic,Front,Left,4-5,0
40224,South Korea,6,100369,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
18983,South Korea,6,89106,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
20385,Germany,12,200000,Sedan,Yes,Petrol,3.5,No,Tiptronic,Rear,Left,4-5,0
1568,Germany,7,119926,Sedan,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,12
16138,Japan,9,118000,Sedan,Yes,Hybrid,1.5,No,Automatic,Front,Left,4-5,4
10349,Japan,14,180000,Sedan,No,Hybrid,1.5,No,Variator,Front,Left,4-5,0
39750,South Korea,4,73357,Universal,Yes,Diesel,2.5,No,Automatic,Front,Left,4-5,4
20385,South Korea,9,148000,Sedan,No,Hybrid,2.4,No,Tiptronic,Front,Left,4-5,10
18189,Japan,10,140000,Sedan,No,Petrol,1.8,No,Automatic,Front,Left,4-5,6
5959,Japan,18,135000,Hatchback,No,Petrol,1.4,No,Automatic,Front,Right,4-5,6
19444,Germany,6,35000,Sedan,Yes,Petrol,1.8,No,Tiptronic,Front,Left,4-5,0
11290,Japan,6,55000,Sedan,Yes,Petrol,2.0,No,Tiptronic,Front,Left,4-5,8
17562,Japan,6,95000,Jeep,No,Petrol,2.5,No,Automatic,4X4,Left,4-5,0
14113,Japan,8,139000,Hatchback,Yes,Petrol,1.5,No,Automatic,Front,Left,4-5,12
44500,Japan,3,12345,Jeep,Yes,Petrol,2.4,No,Tiptronic,4X4,Left,4-5,12
43868,,5,42819,Jeep,Yes,Diesel,1.6,No,Automatic,Front,Left,4-5,4
24462,South Korea,5,77000,Hatchback,Yes,Petrol,1.6,Yes,Manual,Front,Left,2-3,8
21012,Japan,9,78000,Hatchback,No,Hybrid,1.8,No,Variator,Front,Left,4-5,7
11604,Japan,8,47000,Sedan,No,Petrol,1.5,No,Tiptronic,Front,Left,4-5,12
7840,Germany,14,316501,Sedan,No,Petrol,2.5,No,Automatic,Front,Left,4-5,0
19757,Japan,8,195000,Hatchback,No,Hybrid,1.8,No,Automatic,Front,Left,4-5,12
10506,Japan,5,71069,Sedan,No,Petrol,1.6,No,Automatic,Front,Left,4-5,6
8467,Japan,9,33000,Hatchback,No,Petrol,1.5,No,Tiptronic,Front,Left,4-5,10
17249,USA,8,152000,Hatchback,Yes,Petrol,2.0,No,Tiptronic,Front,Left,4-5,8
11917,Japan,17,233600,Jeep,Yes,Cng,3.5,No,Variator,4X4,Left,4-5,6
23414,South Korea,8,193881,Universal,Yes,Diesel,2.5,No,Automatic,Front,Left,4-5,4
1411,South Korea,5,47074,Hatchback,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,12
12858,Japan,5,67429,Sedan,Yes,Hybrid,2.5,No,Automatic,Front,Left,4-5,12
21326,Germany,14,272000,Sedan,Yes,Diesel,3.0,Yes,Tiptronic,Rear,Left,4-5,12
44517,South Korea,4,66067,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
35900,Germany,8,97000,Sedan,Yes,Petrol,2.0,Yes,Tiptronic,Front,Left,4-5,12
27654,South Korea,8,118409,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
20005,South Korea,10,129013,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
16935,USA,13,182320,Microbus,No,Diesel,2.2,Yes,Manual,Front,Left,4-5,4
9408,Germany,19,111111,Minivan,No,Petrol,2.2,No,Manual,Front,Left,4-5,12
16308,South Korea,8,194210,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
26657,Germany,12,163000,Sedan,Yes,Petrol,3.0,Yes,Tiptronic,4X4,Left,4-5,8
26971,USA,8,129000,Sedan,Yes,Plug-In Hybrid,1.4,No,Automatic,Front,Left,4-5,8
16308,Japan,10,158836,Sedan,No,Hybrid,1.8,No,Automatic,Front,Left,4-5,12
13172,USA,10,89000,Hatchback,No,Petrol,2.0,No,Automatic,Front,Left,4-5,0
9408,Japan,7,130000,Sedan,No,Hybrid,2.5,No,Automatic,Front,Left,4-5,12
32973,USA,7,130791,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
2979,Japan,6,193382,Jeep,Yes,Petrol,2.5,No,Automatic,4X4,Left,4-5,12
32615,Germany,7,59733,Sedan,Yes,Petrol,2.0,Yes,Tiptronic,Rear,Left,4-5,12
1490,South Korea,5,91838,Sedan,Yes,Petrol,1.8,No,Automatic,Front,Left,4-5,12
9408,Czechia,17,300000,Sedan,No,Diesel,2.0,Yes,Manual,Front,Left,4-5,8
14113,USA,8,89000,Hatchback,No,Petrol,1.6,No,Automatic,Front,Left,4-5,9
24681,South Korea,10,135691,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
1019,Germany,6,111166,Sedan,Yes,Petrol,2.0,No,Automatic,Rear,Left,4-5,12
11290,Japan,5,59858,Jeep,Yes,Hybrid,3.5,No,Automatic,Front,Left,4-5,12
9832,USA,10,169875,Sedan,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
11917,Japan,11,206400,Hatchback,No,Petrol,1.5,No,Tiptronic,Front,Left,4-5,6
18817,South Korea,7,116800,Sedan,No,Petrol,1.8,No,Tiptronic,Rear,Left,4-5,0
14897,South Korea,10,54862,Minivan,Yes,Diesel,2.5,No,Automatic,Front,Left,4-5,4
28222,Germany,16,308050,Minivan,No,Diesel,2.2,Yes,Manual,Rear,Left,4-5,4
16621,Russia,20,135000,Sedan,Yes,Petrol,3.0,Yes,Tiptronic,Front,Left,4-5,7
3920,USA,4,52661,Sedan,Yes,Petrol,1.4,No,Automatic,Front,Left,4-5,12
16621,Japan,12,60250,Sedan,No,Petrol,2.5,No,Tiptronic,Front,Left,4-5,16
14740,USA,8,197000,Hatchback,Yes,Petrol,1.5,No,Manual,Front,Left,4-5,2
20005,,10,107479,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
43143,South Korea,3,35168,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
18503,Germany,11,12200,Sedan,Yes,Petrol,3.0,No,Tiptronic,Rear,Left,4-5,8
26030,UK,14,200000,Jeep,Yes,Diesel,2.7,Yes,Tiptronic,4X4,Left,4-5,4
27190,USA,7,57870,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
13962,South Korea,11,259385,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
24415,USA,8,40299,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
7213,Germany,22,290000,Universal,No,Diesel,2.0,Yes,Manual,Front,Left,4-5,2
26657,UK,8,124800,Jeep,Yes,Petrol,1.6,Yes,Tiptronic,4X4,Left,4-5,6
42024,Japan,5,83000,Hatchback,No,Petrol,1.8,No,Automatic,Front,Left,4-5,12
5645,Japan,16,135000,Hatchback,No,Petrol,1.0,No,Automatic,Front,Right,4-5,2
8377,Japan,6,178442,Hatchback,Yes,Hybrid,1.5,No,Automatic,Front,Left,4-5,4
11851,USA,9,50000,Hatchback,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
18817,South Korea,2,18206,Jeep,Yes,Petrol,2.4,No,Automatic,4X4,Left,4-5,12
14426,Japan,16,164000,Jeep,No,Petrol,2.4,No,Tiptronic,4X4,Right,4-5,2
11133,Japan,16,137000,Hatchback,No,Lpg,1.5,No,Automatic,Front,Right,4-5,2
10349,Japan,9,131000,Hatchback,No,Hybrid,1.5,No,Automatic,Front,Right,4-5,6
2901,South Korea,7,158714,Sedan,Yes,Petrol,2.4,No,Automatic,Front,Left,4-5,12
11604,USA,6,76000,Sedan,No,Petrol,1.4,No,Automatic,Front,Left,4-5,0
31361,Germany,17,200000,Microbus,Yes,Diesel,2.7,Yes,Manual,Rear,Left,2-3,2
8467,Japan,19,121000,Hatchback,No,Petrol,1.5,No,Tiptronic,Front,Right,4-5,4
35570,South Korea,7,32000,Minivan,Yes,Diesel,2.5,No,Automatic,Front,Left,4-5,4
43576,,4,42891,Jeep,Yes,Diesel,1.6,No,Automatic,Front,Left,4-5,4
42000,Germany,11,300000,Microbus,Yes,Diesel,2.7,Yes,Manual,Rear,Left,>5,2
19121,South Korea,9,112243,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
24775,South Korea,6,87890,Sedan,Yes,Hybrid,2.4,No,Tiptronic,Front,Left,4-5,6
15367,Japan,10,120000,Hatchback,No,Petrol,1.5,No,Automatic,Front,Left,4-5,6
14113,Japan,13,165000,Sedan,Yes,Petrol,3.5,No,Tiptronic,Rear,Right,4-5,8
6743,South Korea,11,75840,Sedan,Yes,Diesel,1.6,No,Automatic,Front,Left,4-5,4
26971,Germany,10,250000,Sedan,Yes,Diesel,3.0,Yes,Tiptronic,Front,Left,4-5,6
25089,South Korea,7,86400,Sedan,Yes,Petrol,2.0,Yes,Tiptronic,Front,Left,4-5,12
16308,Japan,7,12800,Hatchback,No,Hybrid,1.5,No,Automatic,Front,Right,4-5,4
10976,South Korea,12,79027,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
18817,Germany,16,22700,Microbus,No,Diesel,2.7,Yes,Tiptronic,Rear,Left,4-5,2
22357,South Korea,11,214639,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
13203,Japan,6,137533,Hatchback,Yes,Petrol,1.3,No,Automatic,Front,Left,4-5,4
17553,South Korea,12,120219,Coupe,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
10036,Germany,19,321430,Sedan,Yes,Petrol,3.0,Yes,Automatic,4X4,Left,4-5,8
2038,USA,7,165442,Sedan,Yes,Hybrid,2.0,No,Automatic,Front,Left,4-5,12
18033,UK,8,132678,Jeep,Yes,Petrol,1.6,No,Manual,Front,Left,4-5,10
7213,Germany,18,178000,Jeep,Yes,Cng,3.5,No,Automatic,4X4,Left,4-5,8
7997,Germany,21,200000,Sedan,Yes,Petrol,2.5,No,Manual,Rear,Right,4-5,6
21953,Japan,8,105600,Sedan,Yes,Hybrid,1.8,No,Automatic,Front,Left,4-5,10
25889,,10,85000,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
6586,Japan,2,19968,Jeep,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,12
30784,South Korea,7,136711,Minivan,Yes,Diesel,2.5,No,Automatic,Front,Left,4-5,4
10663,USA,9,160000,Hatchback,No,Petrol,2.0,No,Tiptronic,Front,Left,4-5,8
4861,Japan,9,147701,Jeep,Yes,Petrol,3.7,No,Automatic,4X4,Left,4-5,12
10873,Japan,8,154000,Hatchback,Yes,Petrol,1.5,No,Automatic,Front,Left,4-5,4
18654,South Korea,10,69624,Minivan,Yes,Diesel,2.5,No,Automatic,Front,Left,4-5,4
9408,Japan,16,198555,Minivan,No,Petrol,2.0,No,Automatic,4X4,Right,4-5,4
14740,Japan,11,120000,Hatchback,Yes,Petrol,1.8,No,Variator,Front,Left,4-5,6
1254,South Korea,3,48171,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,12
15681,Japan,9,117000,Hatchback,No,Hybrid,1.5,No,Variator,Front,Right,4-5,4
21103,South Korea,5,91314,Sedan,Yes,Diesel,1.6,No,Automatic,Front,Left,4-5,4
10663,Germany,7,98803,Jeep,Yes,Diesel,3.0,No,Automatic,4X4,Left,4-5,0
28225,Japan,7,116442,Jeep,Yes,Petrol,2.5,No,Automatic,4X4,Left,4-5,0
13485,Germany,13,268800,Sedan,Yes,Petrol,3.2,No,Tiptronic,4X4,Left,4-5,8
14740,Japan,14,179000,Sedan,No,Petrol,1.6,No,Tiptronic,Front,Left,4-5,0
3800,Germany,20,219200,Hatchback,Yes,Petrol,2.6,No,Automatic,Front,Right,4-5,6
22580,USA,5,64000,Sedan,No,Petrol,1.4,No,Tiptronic,Front,Left,4-5,8
15367,Japan,9,202000,Hatchback,No,Hybrid,1.5,No,Variator,Front,Left,4-5,0
39201,Germany,11,158000,Sedan,Yes,Petrol,3.0,No,Tiptronic,Rear,Left,4-5,12
6586,Germany,21,250000,Hatchback,No,Petrol,1.6,No,Manual,Front,Left,4-5,4
14069,,10,209900,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
20855,Japan,5,68985,Jeep,No,Petrol,2.4,No,Automatic,Front,Left,4-5,0
18817,Japan,10,126117,Jeep,No,Petrol,1.6,Yes,Tiptronic,Front,Left,4-5,0
21972,South Korea,9,162957,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
10349,Japan,17,167000,Jeep,Yes,Cng,2.0,No,Automatic,4X4,Right,4-5,6
21918,South Korea,5,19088,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
44003,,3,24372,Jeep,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
7997,Japan,22,185000,Jeep,No,Petrol,1.8,No,Automatic,4X4,Left,4-5,4
17249,Japan,11,171000,Hatchback,Yes,Hybrid,1.8,No,Variator,Front,Left,4-5,10
17562,Germany,16,71000,Jeep,Yes,Lpg,3.0,No,Tiptronic,4X4,Right,4-5,10
11290,Germany,20,195000,Sedan,No,Petrol,2.0,No,Manual,Front,Left,4-5,6
15035,South Korea,11,193953,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
21639,Japan,9,198000,Universal,Yes,Hybrid,1.8,No,Automatic,Front,Left,4-5,8
25365,South Korea,11,149046,Jeep,Yes,Diesel,2.2,No,Automatic,Front,Left,4-5,4
8154,Japan,7,57058,Sedan,Yes,Petrol,2.5,No,Automatic,Front,Left,4-5,12
10349,Japan,13,120000,Hatchback,No,Hybrid,1.5,No,Automatic,Front,Left,4-5,7
10036,Germany,19,324000,Sedan,Yes,Petrol,1.8,Yes,Tiptronic,4X4,Left,4-5,4
12544,Germany,15,109000,Hatchback,No,Lpg,1.7,No,Tiptronic,Front,Right,4-5,8
15035,South Korea,10,174391,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
35338,,8,142000,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
29777,South Korea,6,66000,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
44247,South Korea,5,148633,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
15681,Germany,17,238078,Jeep,Yes,Petrol,3.7,No,Tiptronic,4X4,Left,4-5,12
2509,Japan,18,50000,Sedan,No,Petrol,0.7,No,Automatic,Front,Right,4-5,4
1176,South Korea,8,265618,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,12
27284,Japan,6,80000,Sedan,Yes,Petrol,2.5,No,Automatic,Front,Left,4-5,8
17813,Japan,8,68614,Universal,Yes,Petrol,1.3,No,Automatic,Front,Left,4-5,4
10663,Japan,15,210000,Hatchback,No,Hybrid,1.5,No,Variator,Front,Left,4-5,4
11447,Japan,11,11111,Sedan,Yes,Hybrid,2.4,No,Variator,Front,Left,4-5,12
10976,USA,22,241000,Microbus,No,Diesel,2.5,No,Manual,Rear,Left,2-3,2
41553,South Korea,5,142040,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
24123,South Korea,11,138185,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
11992,South Korea,14,128354,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
21953,USA,5,91200,Sedan,No,Petrol,1.5,Yes,Tiptronic,Front,Left,4-5,8
18817,South Korea,5,32595,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
7056,South Korea,11,64741,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
32302,Germany,10,148000,Hatchback,Yes,Petrol,2.0,No,Tiptronic,4X4,Left,4-5,8
42551,South Korea,4,81070,Jeep,Yes,Diesel,1.7,No,Automatic,Front,Left,4-5,4
6899,Germany,20,100000,Sedan,Yes,Cng,2.0,Yes,Manual,Rear,Right,4-5,10
20385,Japan,9,114458,Hatchback,No,Hybrid,1.8,No,Variator,Front,Left,4-5,6
17562,Italy,9,100000,Sedan,No,Petrol,1.4,Yes,Manual,Front,Left,2-3,6
19707,South Korea,11,232801,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
16500,Japan,8,91373,Hatchback,No,Hybrid,1.8,No,Automatic,Front,Left,4-5,8
21953,Japan,8,91000,Jeep,Yes,Petrol,1.6,Yes,Automatic,4X4,Left,4-5,4
10349,Japan,18,190400,Hatchback,No,Lpg,1.8,No,Automatic,Front,Left,4-5,8
32929,Germany,9,152000,Sedan,Yes,Petrol,3.0,Yes,Tiptronic,Rear,Left,4-5,8
8467,Germany,17,190000,Sedan,No,Petrol,2.5,No,Tiptronic,Rear,Right,4-5,2
26030,South Korea,11,61257,Jeep,Yes,Diesel,2.0,No,Tiptronic,Front,Left,4-5,10
13877,USA,8,95112,Sedan,Yes,Petrol,1.8,No,Automatic,Front,Left,4-5,4
22000,South Korea,14,68000,Minivan,Yes,Diesel,2.5,Yes,Automatic,Rear,Left,4-5,2
16308,Japan,10,174400,Hatchback,No,Hybrid,1.8,No,Automatic,Front,Left,4-5,6
6899,Japan,19,205000,Jeep,No,Cng,2.0,No,Automatic,4X4,Right,4-5,4
16621,USA,5,50393,Hatchback,No,Petrol,1.6,No,Automatic,Front,Left,4-5,6
22843,,5,234902,Jeep,Yes,Diesel,2.2,No,Automatic,Front,Left,4-5,4
11290,South Korea,10,163065,Sedan,No,Hybrid,2.4,No,Tiptronic,Front,Left,4-5,12
8700,Sweden,18,219200,Sedan,Yes,Petrol,2.4,No,Automatic,Front,Left,4-5,8
9095,Japan,14,164500,Hatchback,No,Petrol,1.3,No,Manual,Front,Left,4-5,4
19757,Germany,7,128784,Sedan,Yes,Petrol,2.0,No,Automatic,Rear,Left,4-5,12
11604,Germany,20,294000,Jeep,Yes,Diesel,2.7,Yes,Tiptronic,4X4,Right,4-5,6
11917,South Korea,8,113000,Coupe,Yes,Petrol,1.6,No,Automatic,Front,Left,2-3,6
16935,South Korea,5,65600,Sedan,No,Petrol,1.8,No,Tiptronic,Front,Left,4-5,10
4234,South Korea,4,69757,Jeep,Yes,Petrol,2.4,No,Automatic,Front,Left,4-5,12
15681,Japan,9,139200,Sedan,No,Petrol,1.8,No,Variator,Front,Left,4-5,12
10976,Germany,12,237780,Coupe,No,Petrol,1.6,No,Manual,Front,Left,2-3,6
24148,Japan,7,80000,Hatchback,No,Hybrid,1.5,No,Automatic,Front,Left,4-5,10
39161,,5,49145,Jeep,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
10506,Japan,7,62967,Hatchback,No,Petrol,1.5,No,Automatic,Front,Left,4-5,6
12074,USA,11,304000,Sedan,No,Petrol,2.4,No,Automatic,Front,Left,4-5,10
14113,Germany,16,288000,Jeep,Yes,Petrol,3.0,No,Automatic,4X4,Left,4-5,10
12800,Japan,7,127800,Hatchback,No,Petrol,1.8,No,Automatic,Front,Left,4-5,8
13172,Japan,15,300000,Universal,Yes,Diesel,2.2,Yes,Manual,Front,Left,4-5,0
7213,USA,12,45228,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
45473,Germany,7,287000,Minivan,Yes,Diesel,2.2,No,Automatic,Front,Left,4-5,12
6272,Japan,19,110000,Hatchback,No,Petrol,1.5,No,Automatic,Front,Right,4-5,2
13962,South Korea,11,122222,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
10635,South Korea,13,209973,Sedan,Yes,Diesel,1.6,No,Automatic,Front,Left,4-5,4
15053,Japan,8,120333,Sedan,No,Petrol,2.0,No,Tiptronic,4X4,Left,4-5,12
11917,Japan,17,200000,Jeep,No,Petrol,2.0,No,Automatic,4X4,Left,4-5,4
19883,Japan,7,110000,Hatchback,Yes,Petrol,1.5,No,Automatic,Front,Left,4-5,4
45473,Japan,4,80000,Pickup,No,Petrol,2.4,No,Manual,4X4,Left,4-5,12
8500,South Korea,15,199973,Hatchback,No,Diesel,1.5,Yes,Manual,Front,Right,4-5,6
16621,Italy,7,46400,Hatchback,Yes,Petrol,1.4,No,Tiptronic,Front,Left,2-3,8
9879,Germany,10,275862,Jeep,Yes,Diesel,3.0,No,Automatic,4X4,Left,4-5,12
28755,South Korea,5,141000,Jeep,Yes,Diesel,1.7,No,Automatic,Front,Left,4-5,4
15053,South Korea,10,174400,Sedan,Yes,Petrol,2.4,No,Automatic,Front,Left,4-5,0
39954,USA,10,121991,Jeep,Yes,Petrol,3.6,No,Automatic,Front,Left,4-5,4
4391,Germany,8,69754,Jeep,Yes,Petrol,3.0,No,Automatic,4X4,Left,4-5,12
23521,USA,11,98000,Sedan,Yes,Petrol,3.5,No,Automatic,Rear,Left,4-5,10
14426,Germany,10,107000,Sedan,Yes,Petrol,3.0,No,Tiptronic,4X4,Left,4-5,8
21953,Japan,9,12000,Sedan,Yes,Petrol,2.5,No,Tiptronic,Front,Left,4-5,12
12544,Italy,16,152200,Sedan,No,Petrol,2.2,No,Manual,Front,Left,4-5,10
13485,Japan,13,112500,Sedan,No,Hybrid,1.5,No,Automatic,Front,Left,4-5,6
8154,Japan,6,127789,Hatchback,Yes,Hybrid,1.5,No,Automatic,Front,Left,4-5,12
14740,USA,5,12000,Hatchback,No,Hybrid,2.0,No,Automatic,Front,Left,4-5,12
21326,USA,8,142000,Hatchback,No,Hybrid,2.0,No,Automatic,Front,Left,4-5,6
37125,South Korea,8,146740,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
2901,Japan,6,84882,Sedan,Yes,Petrol,1.8,No,Automatic,Front,Left,4-5,12
31358,Germany,11,198000,Sedan,Yes,Petrol,3.0,Yes,Tiptronic,4X4,Left,4-5,12
12858,USA,8,143632,Sedan,No,Petrol,2.5,No,Automatic,Front,Left,4-5,0
14856,USA,7,123850,Sedan,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
21326,Japan,8,136600,Sedan,No,Hybrid,1.8,No,Automatic,Front,Left,4-5,8
13015,Japan,8,120681,Hatchback,No,Plug-In Hybrid,1.8,No,Automatic,Front,Left,4-5,8
5959,Japan,4,60117,Sedan,Yes,Petrol,2.5,No,Automatic,Front,Left,4-5,12
13962,USA,9,242409,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
19008,South Korea,11,229398,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
30000,Germany,9,170000,Minivan,No,Diesel,2.2,No,Automatic,Rear,Left,4-5,4
40634,,3,30084,Jeep,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
15521,South Korea,11,50510,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
8467,Germany,19,208000,Coupe,Yes,Petrol,2.3,Yes,Tiptronic,Rear,Left,2-3,8
38063,South Korea,7,131690,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
14740,Japan,11,10100,Sedan,No,Petrol,1.8,No,Variator,Front,Left,4-5,6
14113,South Korea,10,56557,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
46414,Japan,7,164000,Jeep,Yes,Diesel,2.2,Yes,Automatic,4X4,Left,4-5,12
11563,USA,10,177309,Sedan,Yes,Petrol,1.8,No,Automatic,Front,Left,4-5,4
14113,Japan,11,252800,Hatchback,No,Hybrid,1.8,No,Variator,Front,Left,4-5,6
7997,Germany,18,23450,Sedan,No,Petrol,1.8,No,Automatic,Front,Left,4-5,4
1019,Germany,2,33870,Sedan,Yes,Petrol,2.0,No,Automatic,Rear,Left,4-5,12
17562,,6,43740,Universal,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
21012,Japan,3,206794,Sedan,No,Hybrid,1.8,No,Automatic,Front,Left,4-5,10
30906,Japan,8,107000,Hatchback,Yes,Petrol,1.5,No,Automatic,Front,Left,4-5,4
3700,Spain,20,187000,Hatchback,No,Diesel,1.9,Yes,Manual,Front,Left,2-3,2
43592,Germany,9,92000,Sedan,Yes,Petrol,3.0,Yes,Tiptronic,Rear,Left,4-5,8
21075,South Korea,5,126199,Sedan,Yes,Lpg,1.6,No,Automatic,Front,Left,4-5,4
6269,South Korea,12,60563,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
18801,Japan,7,106000,Hatchback,No,Hybrid,1.8,No,Variator,Front,Left,4-5,0
41281,,5,31754,Jeep,Yes,Diesel,1.6,No,Automatic,Front,Left,4-5,4
22433,South Korea,12,50653,Minivan,Yes,Diesel,2.5,No,Automatic,Front,Left,4-5,4
45542,South Korea,4,104918,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
10036,Germany,13,122400,Sedan,No,Petrol,2.5,No,Manual,Front,Left,4-5,8
21639,Japan,13,139200,Jeep,Yes,Petrol,3.5,No,Tiptronic,Rear,Left,4-5,6
17249,Japan,8,99000,Jeep,No,Petrol,1.5,No,Automatic,Front,Right,4-5,8
34497,USA,6,48000,Coupe,Yes,Petrol,2.3,Yes,Tiptronic,Rear,Left,2-3,8
10976,Germany,16,142000,Sedan,No,Petrol,1.7,No,Tiptronic,Front,Left,4-5,8
1882,Japan,9,215810,Hatchback,Yes,Hybrid,1.8,No,Automatic,Front,Left,4-5,12
1254,South Korea,12,268227,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,12
16621,Germany,11,160000,Sedan,Yes,Petrol,2.8,No,Tiptronic,4X4,Left,4-5,8
11917,Japan,11,162000,Hatchback,Yes,Hybrid,1.8,No,Automatic,Front,Left,4-5,6
5645,Japan,11,345405,Jeep,Yes,Hybrid,3.3,No,Automatic,4X4,Left,4-5,12
